:START_ID(Document),:END_ID(Organization),:TYPE
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Innovation Fund Report,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Kirstin Dougan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Library Committee of Academic Professionals,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Metadata Services Specialist,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,TF,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,the Executive Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,the Library Update,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,the Senate Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,AHR,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Budget Presentations,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,CAFT,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,CBOC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,COD,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,CRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Compensation Review Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Facility Condition,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,GIS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,HireTouch,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,MOU,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Promotion and Tenure,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,SEC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Senate,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Senate Executive Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Task Force on Faculty Issues,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Tenure Spring Clean,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,senate,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,the American Academy of Arts & Sciences,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,the Campus Budget Oversight Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,the Campus Operations and Budget Committees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,the Council of Deans,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,the Lincoln Project,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,the Search Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-04-06,Advancement’s,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-04-06,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-04-06,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-04-06,Hahn Innovation Fund Report,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-04-06,Public Safety,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-04-06,School of Art & Design,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-04-06,The Alliance for the Arts,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-04-06,the Public Safety,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-04-06,the Senate Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,2:30 Future of Diversity/DEIA Committee Work,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,ALA,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,Academic Professional and Civil Service,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,Civil Service,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,Civil Service Professionals,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,Co-Chairs/Chairs,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,DEIA,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,DEIA Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,DEIA Task Force,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,Diversity Committee/DEIA Task Force,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,Hiring Priorities and Communication on Requests,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,IP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,Illinois Human Resources,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,LCP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,NEVP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,Ongoing Inclusion Task Force Work Feedback,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,Reaching Further South,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,TBD,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,University System,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,the Academic Professional Promotion Program,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,the Academic Program Review,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,the Diversity Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,the Library Council Implementation,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,the Task Force,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-08-09,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-08-09,LSSC/LCAP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-08-09,RPC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-08-09,Task Force on Research and Investigation Time Policy Report,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-08-09,the Academic Program Review,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-08-09,the Huron Consulting Group,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-08-09,the Task Force on Research and Investigation Time Policy Report,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,Appoint External Reviewers,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,Appoint Internal Reviewers,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,CIO,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,Chris Prom,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,Council of Deans Strategic Planning Retreat,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,Dulcie Vermillion,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,HELIOS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,Innovation Fund,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,LSSC/LCP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,P&T,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,Specialized Faculty,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,the Library Annual Report/Budget,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,the Senate University Library Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,the Specialized Faculty Charge,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-01-23,the University of Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,ALMA,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,AMA,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,AUL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Civil Service,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,GA,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,GIS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Google,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Grainger,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,IU Bloomington,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,OPT,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Research Data Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,SPR,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Search Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Spurlock Museum,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Technical Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,The Visiting Government Information Librarian,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,UGL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,the Library Building Project,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,the Library Consultation Working Group,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,the Optional Practical Training,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,the Prairie Research Institute,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,the Provost’s Communication 9 review committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,the Scholarly Commons,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,the “Needs and Offers,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-04,AUL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-04,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-04,Inclusion Policy Administrative Council,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-04,Scholarly Communication and Publishing,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-04,Visiting Research Programmer,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-04,the Inclusion Policy,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,CAPT,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,CAPT’s,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,Committee Fund Review,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,EEOC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,Floor Central Service Point Planning Group,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,Kirstin Dougan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,M.J. Han,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,Marketing and Communications Strategy Working Group,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,Reviewers,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,"The Office of Diversity, Equity and Access (ODEA",MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-06,University,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,Administrative Council,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,Archives Reference & Accessioning Specialist,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,Council of Deans,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,Expectations,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,Library Faculty Positions Deferred,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,Scholarly Commons,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,d. Division Coordinator Grad Hourlies,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,the Division Coordinators (DC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,AUL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,AUL for Research,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Archives,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Budget EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,CAPT,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,CAPT Committee Appointments,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Central Access Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Collection Management Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Collections/Acquisitions Office,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Council of Deans,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Digital Content Curation,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,"Grainger, Funk",MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Kirstin,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Kirstin Dougan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,LibNews,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,NSM Update,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-01-26,Proposed Medical School Impact on University,MENTIONS
