name:ID(Organization),mentionCount:int
"the Ruth Lilly Auxilliary Library
Facility",1
the Ruth Lilly Auxilliary Library Facility,1
the SCARS Team,1
the SCRUM Certified Product Owner,1
the SFX Knowledgebase,1
the SFX Tracker,1
the SHIELD Initiative,1
the SUCSS Occupational Area List,1
the SURS Disability Benefit,1
the SWAT Team,1
the SWOT Template,1
the Salary Program,1
the Savvy Research,1
"the Scholarly
Commons",1
"the Scholarly
Commons/Media Commons",1
the Scholarly Commons,30
"the Scholarly Commons and Research
and Information Services",2
the Scholarly Commons co-Coordinators,1
the Scholarly Commons',1
"the Scholarly Commons, Research",1
"the Scholarly Commons, Research Data Service",1
"the Scholarly Commons, Research and Information Services",1
the Scholarly Communication & Publishing Unit,1
the Scholarly Communications,3
the Scholarly Communications Committee,2
the School Collection,1
"the School of
Information Sciences",1
the School of Earth,1
the School of Information Sciences,3
the School of Music,2
the Science Libraries,1
the Search Committee,6
the Search Procedures,1
the Search Procedures Manual,1
the Seibel Center for Design,1
the Seibel Design Center,1
the Self-Assessment,1
the Self-Assessment Report,1
the Senate Committee,32
the Senate Committee on Committees,1
the Senate Committee’s Open Access,2
the Senate Executive Committee,1
the Senate Library Committee,4
the Senate University Library Committee,1
the Serial Order Form,1
the Service Advisory Committee,3
the Service Advisory committee,1
the Service Commitment,1
the Service Recognition Award Program,1
the Services Advisory Committee,4
the Shared Infrastructure,1
the Shared Print Repository,4
the Shepley-Bulfinch,1
the Side Exploration,1
the Siebel Center for Design,2
"the Slavic
Reference Service",1
the Slavic Reference Specialist Position Description,1
the Smoke Free Campus,1
"the Social
Sciences Division",1
the Social Committee,1
the Social Events Committee,1
the Social Justice,1
the Social Science Division,1
the Social Science Research Services,1
"the Social Science, Health",1
the Social Sciences,1
the Social Sciences Division,11
the Social Sciences Research,3
the Social Sciences and Area Studies Divisions,2
"the Social Sciences, Health",7
"the Social Sciences, Health & Education Library",4
"the Social Sciences, Health and Education Library",2
"the Social, Health And Education Library",1
the Solar Farm,2
the Sousa Archives,4
the Sousa Archives and Center for American Music,3
the Sousa Archives or University Archives,1
the Space Study Planning Final Report,1
the Special Collection Research Center,1
the Special Collections,3
the Special Collections Building,4
the Special Collections Division,13
the Special Collections Research Center,3
the Special Collections Research Center Project,1
the Special Collections WG,1
the Special Collections and Archives,1
the Specialized Faculty,1
the Specialized Faculty Charge,1
the Specialized Faculty Document,1
the Specialized Faculty Task Force,5
the Spring Semester,1
the Spurlock Museum,1
the Spurlock Museum– Jessica,1
the St. Elmo Brady,1
the Stacks NSM Working Group,1
the Stacks Services Working Group,1
the Stacks Services Working Groups,1
"the Staff
Development",1
the Staff Development,2
the Staff Development & Training,1
the Staff Development & Training Advisory Committee,1
the Staff Development & Training Charge 2020,1
the Staff Development & Training Committee,3
the Staff Development & Training Committee’s,1
the Staff Development Committee,3
the Staff Development Coordinator,1
the Staff Development and Training Committee,7
the Staff Lounge,1
the Staff Training & Development Committee,2
the Staff Training and Development Committee,1
the Staff Workstations,1
the State Farm Center,2
the State Historic Preservation Officer,1
the State Library,2
the State Records Commission,1
the State Universities Civil Service System,3
the State Universities Self-Service Act,1
the State of Fall Semester,1
the Statement on Promotion and Tenure,1
the Status of Services,1
the Steering Team,2
the Steering Team Review,2
the Stores and Distribution Group- Office of Library Facilities,1
the Strategic Communications and Marketing Committee,2
the Strategic Planning,1
the Strategic Planning Committee,4
the Strategic Planning Forum,2
the Strategic Planning Retreat,1
the Strategic Planning Retreat for Library,1
the Strategic Planning Steering Committee,1
the Strategic Planning Steering Team,3
the Strategic Planning Task Force,1
the Strategic Thinking and Design,1
the Student Advisory Committee,1
the Student Affairs Assessment Committee,2
"the Student Affairs Assessment Committee 
Student",1
the Student Centered Focus Spaces Task Force,1
the Student Learning Outcome Assessment Plan,1
the Student Life and Culture,1
the Student Life and Culture Archives,1
the Student Success Librarian and Library Assessment Specialist Committees,1
the Subject Specialist Report,1
the Subject Specialist Task Force,1
the Supervisory Training Institute,1
"the Survey

Increase",1
the Survey Analysis,1
the Survey Group,1
the Sweeps Week Program,1
the Sys Admin Group,1
the System Office,1
the System of Action (SoA,1
the Systems Office,6
the TBD AP Forum,1
the TD Net Implementation Group,1
"the TDNet Implementation
Group",1
the TDNet Implementation Team,1
the Taipei Economic and Cultural,1
the Talent Release Form,2
the Task Force,25
"the Task Force 

Time",1
the Task Force Charge,1
the Task Force Report,1
the Task Force Team,1
the Task Force for Open Access to Research Articles Act,1
the Task Force for Research Support,4
the Task Force for Research Support Final Report,5
the Task Force for Research Support Report,1
the Task Force on Academic Promotional Paths,1
the Task Force on Access,1
the Task Force on Research and Investigation Time,2
the Task Force on Research and Investigation Time Policy,1
the Task Force on Research and Investigation Time Policy Report,1
"the Task Force to Create a Promotional Path
for Academic Professionals",1
the Task Force to Create a Promotional Path for Academic Professionals,3
the Task Force’s,9
the Teaching Advancement Board,1
the Teaching Alliance,7
the Teaching Effectiveness Workshop,1
the Teaching Toss,1
the Teaching and Learning Task Force,1
the Tech Services Division,2
the Technical Architect for Web Content,2
"the Technical Architect for Web Content
Review",2
the Technical Services Department,1
the Technical Services Division,5
the Technology Prototyping Initiative,1
the Telephone Center,1
the Tenured Faculty Meeting,2
the Texas Information Literacy Tutorial,1
the The Library as,1
the Thesis File,1
the Tier Two Storage,1
the Title VI National Resource Centers,1
the Transition of Library Support,1
the Tuition Policy Advisory Committee,1
the U of I Police Department,1
the U of I. Caroline Szylowicz,1
the U. S. Department of Education,1
"the U.S. Department of Energy
Based",1
the UGL Integration,1
the UGL Integration Working Group,1
the UI Press,1
the UIC College of Medicine,3
the UIC College of Medicine MOU,1
the UIC Health Sciences Library,1
the UIC Surgical and Innovation Training Lab -,1
the UIUC Bookstore,1
the UIUC Library,2
the UIUC Senate,1
the UIUC University Library Residency Program,1
the UN Culture of Peace Initiative,1
the UNESCO Center for Global Citizenship,1
the US Department of Education,2
the UXLab Innovation Fund Final Report,1
the Uganda Community Library Association,1
"the Undergraduate
Library",2
the Undergraduate Collection,1
the Undergraduate Library,34
the Undergraduate Library Media Commons,1
the Undergraduate Library Reserves,1
"the Undergraduate Library Space
Communications",1
the Undergraduate Library Teaching Lab,1
the Undergraduate Library’s,1
the Undergraduate Library’s Media Commons,1
the Undergraduate Library’s Open House,1
the Undergraduate Renovation,1
the Undergraduate Research Methods Project,1
the Undergraduate Student Survey Summary,1
the Undergraduate Survey,2
the Undergraduate Teaching and,1
the Undergraduate and Main Libraries,1
the Undergraduate/Main Library,3
the Unesco Center for Human Rights,1
the Union and Activities and,1
the Unit Annual Report,4
the Unit Head,4
the Unit Head’s,1
the Unit Narrative,2
the United Church of Christ,2
the United Nations,1
"the United Nations Educational, Scientific",1
the University,2
"the University
6",1
"the University
7",1
"the University
Archives",1
"the University
Librarian",2
"the University
Librarian's Student Advisory Council",1
"the University
Library",5
"the University
Library’s",1
"the University
Library’s Office of Collections, Business Office",1
"the University
Statutes",1
"the University
of",1
"the University
•",1
the University Administration,4
the University Archives,18
"the University Archives
Archives",1
the University Archives Planning Team,1
the University Archives’ Sousa Archives and,1
the University Archivist Search Committee,1
the University Council of Academic Professionals,2
the University Data Summit,1
"the University Division of
Management Information",1
the University Division of Management Information,1
the University General Rules,1
the University High School Library,1
the University Level called Records and Information Management Service (RIMS,1
the University Librarian,96
"the University Librarian
 
Background",1
the University Librarian and Dean,1
the University Librarian's,1
the University Librarian/Dean,1
the University Librarian/Dean of Libraries,1
the University Librarian’s,6
the University Librarian’s Office,1
the University Librarian’s Student Advisory Committee,1
the University Librarian’s Student Advisory Council,2
the University Librarian’s Student Advisory Group,1
the University Libraries,3
the University Library,43
the University Library Annual Budget Meeting,1
"the University Library Business & Human
Resources Service Center",1
the University Library Employees Event,1
the University Library Occasional Reports Series,1
the University Library Privacy Policy,1
the University Library Residency Program,1
the University Library Residency Program Working Group,1
the University Library and College of Fine Arts,1
the University Library on,1
the University Library's,1
the University Library’s,21
"the University Library’s
Twitter",1
